From	Entry	Entry Name	Protein names	Gene Names	Organism	Reviewed
AT1G55150	Q9C718	RH20_ARATH	DEAD-box ATP-dependent RNA helicase 20 (EC 3.6.4.13)	RH20 At1g55150 T7N22.9	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G04480	P49690	RL23_ARATH	Large ribosomal subunit protein uL14x/uL14z/uL14y (60S ribosomal protein L23) (Protein EMBRYO DEFECTIVE 2171)	RPL23A At1g04480 F19P19.5; RPL23B At2g33370 F4P9.14; RPL23C EMB2171 At3g04400 T27C4.4	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G04270	Q08112	RS151_ARATH	Small ribosomal subunit protein uS19u (40S ribosomal protein S15-1)	RPS15A RIG RPS15 At1g04270 F19P19.29	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G14520	Q6NML5	RPB7L_ARATH	DNA-directed RNA polymerase subunit 7-like protein	NRPB7L At4g14520 dl3300w	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G15356	Q9LJR2	LECT2_ARATH	Lectin-like protein LEC (AtLEC) (Ath.lec2)	LEC At3g15356 K7L4.17	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G57660	Q9FDZ9	RL212_ARATH	Large ribosomal subunit protein eL21x/eL21w (60S ribosomal protein L21-2)	RPL21E At1g57660 T8L23.13; RPL21F At1g57860 F12K22.19	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G14450	Q9M9R9	NDB3B_ARATH	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3-B	At1g14450 F14L17.22	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G03990	Q9SQR3	D14_ARATH	Strigolactone esterase D14 (EC 3.1.-.-) (Protein DWARF 14) (AtD14)	D14 At3g03990 T11I18.10	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G03760	P52839	SOT12_ARATH	Cytosolic sulfotransferase 12 (AtSOT12) (EC 2.8.2.-) (Sulfotransferase 1) (AtST1)	SOT12 RAR047 ST1 At2g03760 F19B11.21	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G11050	Q9SRL5	FRI2_ARATH	Ferritin-2, chloroplastic (EC 1.16.3.1)	FER2 At3g11050 F11B9.26 F9F8.13	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G65390	Q9C5Q9	P2A05_ARATH	Protein PHLOEM PROTEIN 2-LIKE A5 (AtPP2-A5) (EC 3.2.2.6)	PP2A5 At1g65390 T8F5.18	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G15353	O22433	MT3_ARATH	Metallothionein-like protein 3 (MT-3)	MT3 At3g15353 K7L4.21	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G14050	Q9LVJ3	RSH2C_ARATH	Probable GTP diphosphokinase RSH2, chloroplastic (EC 2.7.6.5) (RelA/SpoT homolog 2) (AtRSH2) (ppGpp synthetase RSH2)	RSH2 At3g14050 MDC16.19	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G12500	P19171	CHIB_ARATH	Basic endochitinase B (EC 3.2.1.14) (Pathogenesis-related protein 3) (AtChiB) (PR-3)	CHI-B PR3 At3g12500 MQC3.32 T2E22.18 T2E22_119	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G12260	Q9LHI0	NDUA6_ARATH	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	At3g12260 F28J15.12 MQC3.9	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G08720	Q39030	KPK2_ARATH	Serine/threonine-protein kinase AtPK2/AtPK19 (EC 2.7.11.1) (Ribosomal-protein S6 kinase homolog 2)	ATPK2 ATPK19 S6K2 At3g08720 F17O14.19	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G07020	Q9M8Z7	U80A2_ARATH	Sterol 3-beta-glucosyltransferase UGT80A2 (EC 2.4.1.173) (UDP-glucose:sterol glucosyltransferase 80A2)	UGT80A2 At3g07020 F17A9.17	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G05430	Q9MA56	PDP4_ARATH	PWWP domain-containing protein 4	PDP4 At3g05430 F22F7.12	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G03980	Q9SQR4	ADRC3_ARATH	NADPH-dependent aldehyde reductase-like protein, chloroplastic (EC 1.1.1.-)	At3g03980 T11I18.9	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G02360	Q9FWA3	6PGD2_ARATH	6-phosphogluconate dehydrogenase, decarboxylating 2 (EC 1.1.1.44)	PGD2 At3g02360 F11A12.5	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G01610	Q9SS94	CD48C_ARATH	Cell division control protein 48 homolog C (AtCDC48c) (Protein EMBRYO DEFECTIVE 1354)	CDC48C EMB1354 At3g01610 F4P13.15	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G44610	O80501	RAH1B_ARATH	Ras-related protein RABH1b (AtRABH1b) (Ras-related protein Rab6A) (AtRab6A)	RABH1B RAB6A At2g44610 F16B22.10	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G44270	O64862	CTU1_ARATH	Cytoplasmic tRNA 2-thiolation protein 1 (EC 2.7.7.-) (Cytoplasmic tRNA adenylyltransferase 1)	NCS6 CTU1 At2g44270 F4I1.8	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G41010	O80683	CAB25_ARATH	Calmodulin-binding protein 25 (AtCAMBP25) (VQ motif-containing protein 15) (AtVQ15)	CAMBP25 VQ15 At2g41010	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G40890	O22203	C98A3_ARATH	Cytochrome P450 98A3 (EC 1.14.-.-) (Protein REDUCED EPIDERMAL FLUORESCENCE 8) (p-coumaroylshikimate/quinate 3'-hydrolxylase) (C3'H)	CYP98A3 C3'H REF8 At2g40890 T20B5.9	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G40140	Q9XEE6	C3H29_ARATH	Zinc finger CCCH domain-containing protein 29 (AtC3H29) (AtSZF2)	At2g40140 T07M07.3 T7M7.3	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G40000	O04203	HSPR2_ARATH	Nematode resistance protein-like HSPRO2 (AKINbetagamma-interacting protein 2) (Ortholog of sugar beet HS1 PRO-1 protein 2) (Protein Hs1pro-2)	HSPRO2 At2g40000 T28M21.16	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G33220	O49313	NDADB_ARATH	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-B	At2g33220 F25I18.4	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G30570	Q39194	PSBW_ARATH	Photosystem II reaction center W protein, chloroplastic (PSII 6.1 kDa protein)	PSBW At2g30570 T6B20.8	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G28190	O78310	SODC2_ARATH	Superoxide dismutase [Cu-Zn] 2, chloroplastic (EC 1.15.1.1) (Copper/zinc superoxide dismutase 2)	CSD2 KD-SOD SODCP At2g28190 F24D13.2	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G17250	F4IMH3	NOC4_ARATH	Protein NUCLEOLAR COMPLEX ASSOCIATED 4 (AtNoc4) (Protein EMBRYO DEFECTIVE 2762)	NOC4 EMB2762 At2g17250 T23A1.11	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G78670	Q9ZV85	GGH3_ARATH	Probable gamma-glutamyl hydrolase 3 (AtGGH3) (EC 3.4.19.9) (Conjugase) (GH) (Gamma-Glu-X carboxypeptidase)	GGH3 At1g78670 F9K20.29	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G74880	Q9S829	NDHO_ARATH	NAD(P)H-quinone oxidoreductase subunit O, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit O) (NDH subunit O) (NDH-O) (NADH-plastoquinone oxidoreductase subunit O)	ndhO NDH-O At1g74880 F25A4.15 F9E10.27	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G74470	Q9CA67	CHLP_ARATH	Geranylgeranyl diphosphate reductase, chloroplastic (EC 1.3.1.83) (Geranylgeranyl reductase)	CHLP At1g74470 F1M20.15	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G67320	Q84WJ2	PRI2_ARATH	Probable DNA primase large subunit	At1g67320 F1N21_14	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G54130	Q9SYH1	RSH3C_ARATH	Probable GTP diphosphokinase RSH3, chloroplastic (EC 2.7.6.5) (RelA/SpoT homolog 3) (AtRSH3) (ppGpp synthetase RSH3)	RSH3 At1g54130 F15I1.23	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G51690	Q38821	2ABA_ARATH	Serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform (AtB alpha) (PP2A, subunit B, alpha isoform)	PP2AB1 At1g51690 F19C24.10	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G47420	Q9SX77	SDH5_ARATH	Succinate dehydrogenase subunit 5, mitochondrial	SDH5 At1g47420 F16N3.26	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G27890	Q9C6M9	CAF1D_ARATH	Putative CCR4-associated factor 1 homolog 4 (EC 3.1.13.4)	CAF1-4 At1g27890 F13K9.1 F28L5.5	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G22430	Q9SK86	ADHL1_ARATH	Alcohol dehydrogenase-like 1 (EC 1.1.1.1)	At1g22430 F12K8.22	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G18440	Q8GW64	PTHC_ARATH	Peptidyl-tRNA hydrolase, chloroplastic (EC 3.1.1.29) (C-PTH)	At1g18440 F15H18.24	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G08360	Q8VZB9	R10A1_ARATH	Large ribosomal subunit protein uL1z (60S ribosomal protein L10a-1)	RPL10AA At1g08360 T27G7.6	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G05000	Q9ZVN4	DSP1_ARATH	Inositol diphosphatase DSP1 (EC 3.6.1.52) (Inositol pyrophosphate phosphatase DSP1) (Protein PLANT AND FUNGI ATYPICAL DUAL-SPECIFICITY PHOSPHATASE 1) (AtPFA-DSP1)	DSP1 PTP135 At1g05000 T7A14.14	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G29080	Q84WU8	FTSH3_ARATH	ATP-dependent zinc metalloprotease FTSH 3, mitochondrial (AtFTSH3) (EC 3.4.24.-)	FTSH3 At2g29080 T9I4.16	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G01140	Q9ZU52	ALFP3_ARATH	Fructose-bisphosphate aldolase 3, chloroplastic (AtFBA3) (EC 4.1.2.13) (Protein PIGMENT DEFECTIVE 345)	FBA3 PDE345 At2g01140 F10A8.2	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G68410	Q9M9C6	P2C15_ARATH	Probable protein phosphatase 2C 15 (AtPP2C15) (EC 3.1.3.16)	At1g68410 T2E12.9	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G08200	Q9SGE0	AXS2_ARATH	UDP-D-apiose/UDP-D-xylose synthase 2 (EC 4.1.1.35)	AXS2 At1g08200 T23G18.6	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G11790	Q9SA96	AROD1_ARATH	Arogenate dehydratase/prephenate dehydratase 1, chloroplastic (AtADT1) (AtPDT1) (EC 4.2.1.51) (EC 4.2.1.91)	ADT1 PDT1 At1g11790 F25C20.4	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G30424	B3H4X8	TCL2_ARATH	MYB-like transcription factor TCL2 (Protein CAPRICE-like MYB4) (Protein TRICHOMELESS 2)	TCL2 CPL4 At2g30424 T6B20	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G59990	Q944S1	RH22_ARATH	DEAD-box ATP-dependent RNA helicase 22 (EC 3.6.4.13)	RH22 At1g59990 T2K10.4	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G45610	Q9M1E6	DOF32_ARATH	Dof zinc finger protein DOF3.2 (AtDOF3.2) (Protein PHLOEM EARLY DOF6)	DOF3.2 DOF6 At3g45610 F9K21.190	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G14540	O23310	NFYB3_ARATH	Nuclear transcription factor Y subunit B-3 (AtNF-YB-3) (AtNF-YB3) (Transcriptional activator HAP3C)	NFYB3 HAP3C At4g14540 dl3310w FCAALL.252	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G47640	Q9FGJ3	NFYB2_ARATH	Nuclear transcription factor Y subunit B-2 (AtNF-YB-2) (AtNF-YB2) (Transcriptional activator HAP3B)	NFYB2 HAP3B At5g47640 MNJ7.23	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G38140	Q58CM8	NFYCA_ARATH	Nuclear transcription factor Y subunit C-10 (AtNF-YC-10)	NFYC10 At5g38140 MXA21.21	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G09030	O04027	NFYB4_ARATH	Nuclear transcription factor Y subunit B-4 (AtNF-YB-4) (Transcriptional activator HAP3D)	NFYB4 HAP3D At1g09030 F7G19.10	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G47810	O82248	NFYB5_ARATH	Nuclear transcription factor Y subunit B-5 (AtNF-YB-5)	NFYB5 At2g47810 F17A22.20	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G47670	Q84W66	NFYB6_ARATH	Nuclear transcription factor Y subunit B-6 (AtNF-YB-6) (AtNF-YB6) (Protein LEAFY COTYLEDON 1-LIKE)	NFYB6 L1L At5g47670 MNJ7.26	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G37060	Q8VYK4	NFYB8_ARATH	Nuclear transcription factor Y subunit B-8 (AtNF-YB-8)	NFYB8 At2g37060 T2N18.18	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G21970	Q9SFD8	NFYB9_ARATH	Nuclear transcription factor Y subunit B-9 (AtNF-YB-9) (Protein LEAFY COTYLEDON 1)	NFYB9 LEC1 At1g21970 T26F17.20	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G53340	Q67XJ2	NFYBA_ARATH	Nuclear transcription factor Y subunit B-10 (AtNF-YB-10)	NFYB10 At3g53340 F4P12_40	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G27470	Q9ZQH2	DPB4_ARATH	DNA polymerase II subunit B4 (Nuclear transcription factor Y subunit B-11) (AtNF-YB11)	NF-YB11 DPB4 At2g27470 F10A12.15	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G05690	Q9M9X4	NFYA2_ARATH	Nuclear transcription factor Y subunit A-2 (AtNF-YA-2) (AtNF-YA2) (Transcriptional activator HAP2B)	NFYA2 HAP2B At3g05690 F18C1.4	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G17590	Q9LNP6	NFYA8_ARATH	Nuclear transcription factor Y subunit A-8 (AtNF-YA-8)	NFYA8 At1g17590 F11A6.14 F1L3.29	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G20910	Q945M9	NFYA9_ARATH	Nuclear transcription factor Y subunit A-9 (AtNF-YA-9)	NFYA9 At3g20910 MFD22.2	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G12840	Q9LXV5	NFYA1_ARATH	Nuclear transcription factor Y subunit A-1 (AtNF-YA-1) (Protein EMBRYO DEFECTIVE 2220) (Transcriptional activator HAP2A)	NFYA1 EMB2220 HAP2A At5g12840 T24H18_10	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G46260	O82343	Y2626_ARATH	BTB/POZ domain-containing protein At2g46260	At2g46260 T3F17.9	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G35760	Q8L540	LTO1_ARATH	Thiol-disulfide oxidoreductase LTO1 (EC 1.17.4.-) (Protein LUMEN THIOL OXIDOREDUCTASE 1) (Vitamin K reductase)	LTO1 VKOR At4g35760 F8D20.270	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G50820	Q9S841	PSBO2_ARATH	Oxygen-evolving enhancer protein 1-2, chloroplastic (OEE1) (33 kDa subunit of oxygen evolving system of photosystem II) (33 kDa thylakoid membrane protein) (Manganese-stabilizing protein 2) (MSP-2) (OEC 33 kDa subunit)	PSBO2 At3g50820 F18B3.100	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G21460	Q9LIF1	GRS10_ARATH	Monothiol glutaredoxin-S10 (AtGrxS10) (Protein ROXY 3)	GRXS10 ROXY3 At3g21460 MHC9.13	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G62950	Q9LYC6	GRC11_ARATH	Glutaredoxin-C11 (AtGrxC11) (Protein ROXY 4)	GRXC11 ROXY4 At3g62950 T20O10.50	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G47870	O82254	GRC12_ARATH	Putative glutaredoxin-C12 (AtGrxC12) (Protein ROXY 5)	GRXC12 ROXY5 At2g47870 F17A22.26 T9J23.11	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G06830	Q9M9Y9	GRS11_ARATH	Monothiol glutaredoxin-S11 (AtGrxS11) (Protein ROXY 6)	GRXS11 ROXY6 At1g06830 F4H5.25 F4H5.9	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G62960	Q9LYC5	GRC14_ARATH	Glutaredoxin-C14 (AtGrxC14) (Protein ROXY 8)	GRXC14 ROXY8 At3g62960 T20O10.60	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G15690	O23420	GRXS5_ARATH	Monothiol glutaredoxin-S5 (AtGrxS5) (Protein ROXY 12)	GRXS5 ROXY12 At4g15690 dl3885w FCAALL.357	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G03020	Q9SA68	GRXS1_ARATH	Monothiol glutaredoxin-S1 (AtGrxS1) (Protein ROXY 16)	GRXS1 ROXY16 At1g03020 F10O3.15 F10O3.16	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G62930	Q9LYC8	GRXS6_ARATH	Monothiol glutaredoxin-S6 (AtGrxS6) (Protein ROXY 17)	GRXS6 ROXY17 At3g62930 T20O10.30	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G03850	Q84TF4	GRS13_ARATH	Monothiol glutaredoxin-S13 (AtGrxS13) (Protein ROXY 18)	GRXS13 ROXY18 At1g03850 F21M11.22	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G25890	Q9XFM0	IAA28_ARATH	Auxin-responsive protein IAA28 (Indoleacetic acid-induced protein 28)	IAA28 At5g25890 F18A17.6 T1N24.24	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G61830	Q9C5W9	ARFR_ARATH	Auxin response factor 18	ARF18 At3g61830 F15G16.220	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G30330	Q9ZTX8	ARFF_ARATH	Auxin response factor 6	ARF6 At1g30330 T4K22.6	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G60450	Q9ZTX9	ARFD_ARATH	Auxin response factor 4	ARF4 At5g60450 MUF9.8	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G28350	Q9SKN5	ARFJ_ARATH	Auxin response factor 10	ARF10 At2g28350 T1B3.13	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G34310	Q9XID4	ARFL_ARATH	Auxin response factor 12	ARF12 At1g34310 F23M19.4	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G20875	Q8S8I4	EPF1_ARATH	Protein EPIDERMAL PATTERNING FACTOR 1 [Cleaved into: MEPF1]	EPF1 At2g20875 F5H14	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G34245	Q8LC53	EPF2_ARATH	Protein EPIDERMAL PATTERNING FACTOR 2 [Cleaved into: MEPF2]	EPF2 At1g34245 F23M19	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G26330	Q42371	ERECT_ARATH	LRR receptor-like serine/threonine-protein kinase ERECTA (EC 2.7.11.1) (Protein QUANTITATIVE RESISTANCE TO PLECTOSPHAERELLA 1) (Protein QUANTITATIVE RESISTANCE TO RALSTONIA SOLANACEARUM 1) (Protein TRANSPIRATION EFFICIENCY 1)	ERECTA ER QRP1 QRS1 TE1 At2g26330 T1D16.3	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G62230	C0LGW6	ERL1_ARATH	LRR receptor-like serine/threonine-protein kinase ERL1 (EC 2.7.11.1) (Protein ERECTA-like kinase 1)	ERL1 At5g62230 MMI9.14	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G80080	Q9SSD1	TMM_ARATH	Protein TOO MANY MOUTHS (Receptor-like protein 17) (AtRLP17)	TMM RLP17 At1g80080 F18B13.16	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G49480	Q9XIB5	REM19_ARATH	B3 domain-containing protein REM19 (Protein RELATED TO VERNALIZATION 1) (Protein REPRODUCTIVE MERISTEM 19)	REM19 RTV1 At1g49480 F13F21.8	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G60910	Q38876	AGL8_ARATH	Agamous-like MADS-box protein AGL8 (Floral homeotic protein AGL8) (Transcription factor FRUITFULL)	AGL8 FUL At5g60910 MSL3.3	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G06400	Q8RWY3	ISW2_ARATH	ISWI chromatin-remodeling complex ATPase CHR11 (EC 3.6.4.-) (ISW2-like) (Protein CHROMATIN REMODELING 11) (Sucrose nonfermenting protein 2 homolog)	CHR11 At3g06400 F24P17.13	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G48430	Q9STM3	REF6_ARATH	Lysine-specific demethylase REF6 (EC 1.14.11.-) (Jumonji domain-containing protein 12) (AtJMJ12) (Protein JUMONJI 12) (Lysine-specific histone demethylase REF6) (Protein ENHANCER OF ETHYLENE INSENSITIVITY 6) (Protein ETHYLENE-INSENSITIVE 6) (Protein RELATIVE OF EARLY FLOWERING 6) ([histone H3]-trimethyl-L-lysine(27) monodemethylase JMJ12) ([histone H3]-trimethyl-L-lysine(36) monodemethylase JMJ12) ([histone H3]-trimethyl-L-lysine(4) monodemethylase JMJ12)	REF6 EIN6 JMJ12 PKDM9A At3g48430 T29H11_50	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G02065	Q8GXL3	SPL8_ARATH	Squamosa promoter-binding-like protein 8	SPL8 At1g02065 T7I23.32	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G04490	Q9XEC6	CRK36_ARATH	Cysteine-rich receptor-like protein kinase 36 (Cysteine-rich RLK36) (EC 2.7.11.1)	CRK36 At4g04490 T26N6.10	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G04540	Q9SYS7	CRK39_ARATH	Putative cysteine-rich receptor-like protein kinase 39 (Cysteine-rich RLK39) (EC 2.7.11.-)	CRK39 At4g04540 F4H6.4 T26N6.15	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G08290	Q9SGD1	ZWIP3_ARATH	Zinc finger protein WIP3 (WIP-domain protein 3) (AtWIP3)	WIP3 At1g08290 T23G18.15	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G26455	Q8GXA4	WIP1_ARATH	WPP domain-interacting protein 1	WIP1 At4g26455 M3E9.120	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G23810	Q9SUP6	WRK53_ARATH	Probable WRKY transcription factor 53 (WRKY DNA-binding protein 53)	WRKY53 At4g23810 F9D16.280	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G40750	Q93WU8	WRK54_ARATH	Probable WRKY transcription factor 54 (WRKY DNA-binding protein 54)	WRKY54 At2g40750 T7D17.7	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G56400	Q9LY00	WRK70_ARATH	Probable WRKY transcription factor 70 (WRKY DNA-binding protein 70)	WRKY70 At3g56400 T5P19.50	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G47910	O82258	CRR6_ARATH	Protein CHLORORESPIRATORY REDUCTION 6, chloroplastic	CRR6 At2g47910	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G51100	Q9C685	CHR41_ARATH	Protein CHLORORESPIRATORY REDUCTION 41, chloroplastic	CRR41 At1g51100 F23H24.6	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G37925	Q2V2S7	NDHM_ARATH	NAD(P)H-quinone oxidoreductase subunit M, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit M) (NDH subunit M) (NDH-M) (NADH-plastoquinone oxidoreductase subunit M)	ndhM NDH-M At4g37925 F20D10.40	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G20935	F4K6X0	CHR42_ARATH	Protein CHLORORESPIRATORY REDUCTION 42, chloroplastic	CRR42 At5g20935 F22D1	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G33860	O23661	ARFC_ARATH	Auxin response factor 3 (Protein ETTIN)	ARF3 ETT At2g33860 T1B8.30	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G02170	Q9S823	LNG2_ARATH	Protein LONGIFOLIA 2 (Protein TON1 RECRUITING MOTIF 1)	LNG2 TRM1 At3g02170 F14P3.18 F1C9.4	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G55000	Q9FQ25	TON1A_ARATH	Protein TONNEAU 1a (Protein TONNEAU 1)	TON1A TON1 At3g55000 F28P10	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G69960	O04951	PP2A5_ARATH	Serine/threonine-protein phosphatase PP2A-5 catalytic subunit (EC 3.1.3.16) (Protein phosphatase 2A isoform 5)	PP2A5 At1g69960 F20P5.30 T17F3.1	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G67370	F4HRV8	ASY1_ARATH	Meiosis-specific protein ASY1 (Protein ASYNAPTIC 1) (AtASY1)	ASY1 At1g67370/At1g67380 F1N21.19/F1N21.20	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G63700	Q9CAD5	YODA_ARATH	Mitogen-activated protein kinase kinase kinase YODA (EC 2.7.11.25) (YODA MAPKK kinase)	YDA At1g63700 F24D7.11	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G36490	Q9SJQ6	ROS1_ARATH	DNA glycosylase/AP lyase ROS1 (EC 4.2.99.18) (DEMETER-like protein 1) (Protein REPRESSOR OF SILENCING 1) (Protein ROS1)	ROS1 DML1 At2g36490 F1O11.12	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G18260	Q9LM25	HRD3A_ARATH	ERAD-associated E3 ubiquitin-protein ligase component HRD3A (AtSel1A) (Protein EMS-MUTAGENIZED BRI1 SUPPRESSOR 5)	HRD3A EBS5 At1g18260 T10O22.22	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G60890	Q8RY89	PI5K8_ARATH	Phosphatidylinositol 4-phosphate 5-kinase 8 (AtPIP5K8) (EC 2.7.1.68) (1-phosphatidylinositol 4-phosphate kinase 8) (Diphosphoinositide kinase 8) (PtdIns(4)P-5-kinase 8)	PIP5K8 At1g60890 T7P1.4	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G36220	Q42600	C84A1_ARATH	Cytochrome P450 84A1 (EC 1.14.-.-) (Ferulate-5-hydroxylase) (F5H)	CYP84A1 FAH1 At4g36220 F23E13.110	Arabidopsis thaliana (Mouse-ear cress)	reviewed
